"","fulltaxa","station_km","Sample_date","KO","N","counts","sd","se","ci"
"217","Bacteria__Proteobacteria__Gammaproteobacteria__Burkholderiales__Burkholderiaceae__Limnohabitans_A____",633,"May 22","K00281",18,0.00270468137529987,6.7793889178919e-05,1.59791729204743e-05,3.3713107948509e-05
"218","Bacteria__Proteobacteria__Gammaproteobacteria__Burkholderiales__Burkholderiaceae__Limnohabitans_A____",633,"May 22","K01652",80,0.0131075401939588,0.00434891448098182,0.000486223420390428,0.00096780350933494
"219","Bacteria__Proteobacteria__Gammaproteobacteria__Burkholderiales__Burkholderiaceae__Limnohabitans_A____",633,"Jun 22","K00281",18,0.00168196246014095,0.000894150184321706,0.000210753219577693,0.000444650425743543
"220","Bacteria__Proteobacteria__Gammaproteobacteria__Burkholderiales__Burkholderiaceae__Limnohabitans_A____",633,"Jun 22","K01652",80,0.00515750076076221,0.00271734854053739,0.000303808802760073,0.00060471629532355
"221","Bacteria__Proteobacteria__Gammaproteobacteria__Burkholderiales__Burkholderiaceae__Limnohabitans_A____",633,"Nov 22","K00281",18,0.00219854423558676,0.000166010547681332,3.91290613379875e-05,8.25551031568814e-05
"222","Bacteria__Proteobacteria__Gammaproteobacteria__Burkholderiales__Burkholderiaceae__Limnohabitans_A____",633,"Nov 22","K01652",80,0.0110905009932918,0.00296623689642585,0.00033163536688881,0.000660103685743577
"223","Bacteria__Proteobacteria__Gammaproteobacteria__Burkholderiales__Burkholderiaceae__Limnohabitans_A____",651,"May 22","K00281",9,0,0,0,0
"224","Bacteria__Proteobacteria__Gammaproteobacteria__Burkholderiales__Burkholderiaceae__Limnohabitans_A____",651,"May 22","K01652",40,0.0099073570794885,0.00261299813563571,0.000413151281519121,0.000835677345730278
"225","Bacteria__Proteobacteria__Gammaproteobacteria__Burkholderiales__Burkholderiaceae__Limnohabitans_A____",651,"Nov 22","K00281",18,0,0,0,0
"226","Bacteria__Proteobacteria__Gammaproteobacteria__Burkholderiales__Burkholderiaceae__Limnohabitans_A____",651,"Nov 22","K01652",80,0,0,0,0
"227","Bacteria__Proteobacteria__Gammaproteobacteria__Burkholderiales__Burkholderiaceae__Limnohabitans_A____",665,"Jun 22","K00281",9,0.00131812255541069,0,0,0
"228","Bacteria__Proteobacteria__Gammaproteobacteria__Burkholderiales__Burkholderiaceae__Limnohabitans_A____",665,"Jun 22","K01652",40,0.0042263629739913,0.000927267080270096,0.000146613798647384,0.000296554399276162
"229","Bacteria__Proteobacteria__Gammaproteobacteria__Burkholderiales__Burkholderiaceae__Limnohabitans_A____",665,"Nov 22","K00281",18,9999999.999,0,0,0
"230","Bacteria__Proteobacteria__Gammaproteobacteria__Burkholderiales__Burkholderiaceae__Limnohabitans_A____",665,"Nov 22","K01652",80,4374999.9995625,4992082.33815962,558131.77287005,1110933.5046453
"231","Bacteria__Proteobacteria__Gammaproteobacteria__Burkholderiales__Burkholderiaceae__Limnohabitans_A____",692,"Jun 22","K00281",18,0.000412056343249004,0.000132974577137186,3.13424084063726e-05,6.61267015025788e-05
"232","Bacteria__Proteobacteria__Gammaproteobacteria__Burkholderiales__Burkholderiaceae__Limnohabitans_A____",692,"Jun 22","K01652",80,0.000469779299686602,0.000496211296174977,5.54781094725264e-05,0.00011042641466276
"233","Bacteria__Proteobacteria__Gammaproteobacteria__Burkholderiales__Burkholderiaceae__Limnohabitans_A____",692,"Nov 22","K00281",18,0,0,0,0
"234","Bacteria__Proteobacteria__Gammaproteobacteria__Burkholderiales__Burkholderiaceae__Limnohabitans_A____",692,"Nov 22","K01652",80,0.00262928847535119,0.00177126938232815,0.00019803393726749,0.000394176692066776
"235","Bacteria__Proteobacteria__Gammaproteobacteria__Burkholderiales__Burkholderiaceae__Limnohabitans_A____",713,"May 22","K00281",18,0,0,0,0
"236","Bacteria__Proteobacteria__Gammaproteobacteria__Burkholderiales__Burkholderiaceae__Limnohabitans_A____",713,"May 22","K01652",80,0.000152458445096746,0.000166769803489584,1.86454308598495e-05,3.71128017748189e-05
"237","Bacteria__Proteobacteria__Gammaproteobacteria__Burkholderiales__Burkholderiaceae__Limnohabitans_A____",713,"Jun 22","K00281",18,0,0,0,0
"238","Bacteria__Proteobacteria__Gammaproteobacteria__Burkholderiales__Burkholderiaceae__Limnohabitans_A____",713,"Jun 22","K01652",80,0,0,0,0
"239","Bacteria__Proteobacteria__Gammaproteobacteria__Burkholderiales__Burkholderiaceae__Limnohabitans_A____",713,"Nov 22","K00281",18,0,0,0,0
"240","Bacteria__Proteobacteria__Gammaproteobacteria__Burkholderiales__Burkholderiaceae__Limnohabitans_A____",713,"Nov 22","K01652",80,0.00107456995355685,0.00112868184984545,0.000126190467061232,0.000251175841691067
"241","Bacteria__Proteobacteria__Gammaproteobacteria__Burkholderiales__Burkholderiaceae__Rhodoferax____",633,"May 22","K01652",70,0.00972256257047458,0.00259803638314325,0.000310524741322447,0.000619479908978577
"242","Bacteria__Proteobacteria__Gammaproteobacteria__Burkholderiales__Burkholderiaceae__Rhodoferax____",633,"Jun 22","K01652",70,0,0,0,0
"243","Bacteria__Proteobacteria__Gammaproteobacteria__Burkholderiales__Burkholderiaceae__Rhodoferax____",633,"Nov 22","K01652",70,0,0,0,0
"244","Bacteria__Proteobacteria__Gammaproteobacteria__Burkholderiales__Burkholderiaceae__Rhodoferax____",651,"May 22","K01652",35,0.00808363940482913,0.000428863971294293,7.2491242007828e-05,0.00014731992854403
"245","Bacteria__Proteobacteria__Gammaproteobacteria__Burkholderiales__Burkholderiaceae__Rhodoferax____",651,"Nov 22","K01652",70,0,0,0,0
"246","Bacteria__Proteobacteria__Gammaproteobacteria__Burkholderiales__Burkholderiaceae__Rhodoferax____",665,"Jun 22","K01652",35,0.00620646337110727,0.00081108280771006,0.000137098017174662,0.000278616692641553
"247","Bacteria__Proteobacteria__Gammaproteobacteria__Burkholderiales__Burkholderiaceae__Rhodoferax____",665,"Nov 22","K01652",70,4857142.85665714,5034045.58002448,601683.529793861,1200325.7991078
"248","Bacteria__Proteobacteria__Gammaproteobacteria__Burkholderiales__Burkholderiaceae__Rhodoferax____",692,"Jun 22","K01652",70,0.00391838642652513,0.000607261159810801,7.25815911543455e-05,0.00014479631249455
"249","Bacteria__Proteobacteria__Gammaproteobacteria__Burkholderiales__Burkholderiaceae__Rhodoferax____",692,"Nov 22","K01652",70,0.00343479010900319,0.00347839016481171,0.000415747143941033,0.000829392858649092
"250","Bacteria__Proteobacteria__Gammaproteobacteria__Burkholderiales__Burkholderiaceae__Rhodoferax____",713,"May 22","K01652",70,0.00210258283828035,0.00100728999197657,0.000120394181630661,0.000240179820649675
"251","Bacteria__Proteobacteria__Gammaproteobacteria__Burkholderiales__Burkholderiaceae__Rhodoferax____",713,"Jun 22","K01652",70,0,0,0,0
"252","Bacteria__Proteobacteria__Gammaproteobacteria__Burkholderiales__Burkholderiaceae__Rhodoferax____",713,"Nov 22","K01652",70,0.0014983888292159,0.00156169119446111,0.000186657799456552,0.000372372121219855
"397","NA__NA__NA__NA__NA__NA__NA__",633,"May 22","K00228",2,0,0,0,0
"398","NA__NA__NA__NA__NA__NA__NA__",633,"May 22","K00281",364,0.000546163388622457,0.000705777821028815,3.69928093939572e-05,7.27471232258298e-05
"399","NA__NA__NA__NA__NA__NA__NA__",633,"May 22","K01591",112,0.000340000998864134,7.74625870373387e-05,7.31952647187478e-06,1.45041303341968e-05
"400","NA__NA__NA__NA__NA__NA__NA__",633,"May 22","K01609",116,0.000321063532873531,6.69068803765791e-05,6.2121478889502e-06,1.23050693848853e-05
"401","NA__NA__NA__NA__NA__NA__NA__",633,"May 22","K01610",8,0,0,0,0
"402","NA__NA__NA__NA__NA__NA__NA__",633,"May 22","K01652",506,19762.8507939452,444554.224209614,19762.8458380318,38827.5224816102
"403","NA__NA__NA__NA__NA__NA__NA__",633,"May 22","K01673",104,0.00523024763337306,0.012749410799488,0.0012501825856423,0.00247944229652455
"404","NA__NA__NA__NA__NA__NA__NA__",633,"May 22","K04517",56,0.00047808620850295,0.000169256910395987,2.26179060373457e-05,4.53272966030667e-05
"405","NA__NA__NA__NA__NA__NA__NA__",633,"May 22","K10944",312,192310.776751291,1375557.37691241,77875.6013513054,153229.6789878
"406","NA__NA__NA__NA__NA__NA__NA__",633,"Jun 22","K00228",2,0,0,0,0
"407","NA__NA__NA__NA__NA__NA__NA__",633,"Jun 22","K00281",364,0.00030997614627745,0.000519996304972447,2.72552120827021e-05,5.35979371237032e-05
"408","NA__NA__NA__NA__NA__NA__NA__",633,"Jun 22","K01591",112,0.00118816631130064,0.00119350641151633,0.000112775755465476,0.000223472688034394
"409","NA__NA__NA__NA__NA__NA__NA__",633,"Jun 22","K01609",116,0,0,0,0
"410","NA__NA__NA__NA__NA__NA__NA__",633,"Jun 22","K01610",8,0,0,0,0
"411","NA__NA__NA__NA__NA__NA__NA__",633,"Jun 22","K01652",506,0.00137873452469652,0.00239014071663308,0.000106254715266747,0.000208755731821647
"412","NA__NA__NA__NA__NA__NA__NA__",633,"Jun 22","K01673",104,0.00240244082819069,0.0058850205284567,0.000577073740624901,0.00114448965867166
"413","NA__NA__NA__NA__NA__NA__NA__",633,"Jun 22","K04517",56,0,0,0,0
"414","NA__NA__NA__NA__NA__NA__NA__",633,"Jun 22","K10944",312,1.90944364738859,3.72338452972793,0.210795139615011,0.414764971504841
"415","NA__NA__NA__NA__NA__NA__NA__",633,"Nov 22","K00228",2,0,0,0,0
"416","NA__NA__NA__NA__NA__NA__NA__",633,"Nov 22","K00281",364,0.000400338295039146,0.000574235143295952,3.00980996714992e-05,5.91885342458885e-05
"417","NA__NA__NA__NA__NA__NA__NA__",633,"Nov 22","K01591",112,4.79680213191206e-05,4.81836090180446e-05,4.55292309754697e-06,9.02192105761755e-06
"418","NA__NA__NA__NA__NA__NA__NA__",633,"Nov 22","K01609",116,0.000181966468688732,2.89388686877327e-05,2.68690650371491e-06,5.32224466479963e-06
"419","NA__NA__NA__NA__NA__NA__NA__",633,"Nov 22","K01610",8,0,0,0,0
"420","NA__NA__NA__NA__NA__NA__NA__",633,"Nov 22","K01652",506,0.00283979732095646,0.00459987485123704,0.000204489379717092,0.000401754689243006
"421","NA__NA__NA__NA__NA__NA__NA__",633,"Nov 22","K01673",104,0.00462205377488269,0.0113640263883629,0.00111433446744704,0.00221001959457294
"422","NA__NA__NA__NA__NA__NA__NA__",633,"Nov 22","K04517",56,0.000255270260357705,9.8963160701497e-05,1.32245086163305e-05,2.65025075041194e-05
"423","NA__NA__NA__NA__NA__NA__NA__",633,"Nov 22","K10944",312,2.43340955249213,4.44562119934765,0.251683739326385,0.495218244408261
"424","NA__NA__NA__NA__NA__NA__NA__",651,"May 22","K00228",1,0,NA,NA,NA
"425","NA__NA__NA__NA__NA__NA__NA__",651,"May 22","K00281",182,0.000256418257363684,0.000380770180262751,2.82245635924689e-05,5.56914964143489e-05
"426","NA__NA__NA__NA__NA__NA__NA__",651,"May 22","K01591",56,0,0,0,0
"427","NA__NA__NA__NA__NA__NA__NA__",651,"May 22","K01609",58,0,0,0,0
"428","NA__NA__NA__NA__NA__NA__NA__",651,"May 22","K01610",4,0,0,0,0
"429","NA__NA__NA__NA__NA__NA__NA__",651,"May 22","K01652",253,0.00363792618667044,0.00530772296663662,0.000333693683887263,0.000657183804229037
"430","NA__NA__NA__NA__NA__NA__NA__",651,"May 22","K01673",52,0,0,0,0
"431","NA__NA__NA__NA__NA__NA__NA__",651,"May 22","K04517",28,0,0,0,0
"432","NA__NA__NA__NA__NA__NA__NA__",651,"May 22","K10944",156,641026.762865368,2457243.68443738,196736.947319084,388631.633937185
"433","NA__NA__NA__NA__NA__NA__NA__",651,"Nov 22","K00228",2,0,0,0,0
"434","NA__NA__NA__NA__NA__NA__NA__",651,"Nov 22","K00281",364,0,0,0,0
"435","NA__NA__NA__NA__NA__NA__NA__",651,"Nov 22","K01591",112,0,0,0,0
"436","NA__NA__NA__NA__NA__NA__NA__",651,"Nov 22","K01609",116,0,0,0,0
"437","NA__NA__NA__NA__NA__NA__NA__",651,"Nov 22","K01610",8,0,0,0,0
"438","NA__NA__NA__NA__NA__NA__NA__",651,"Nov 22","K01652",506,0,0,0,0
"439","NA__NA__NA__NA__NA__NA__NA__",651,"Nov 22","K01673",104,0,0,0,0
"440","NA__NA__NA__NA__NA__NA__NA__",651,"Nov 22","K04517",56,0,0,0,0
"441","NA__NA__NA__NA__NA__NA__NA__",651,"Nov 22","K10944",312,2435897.43565385,4299374.79473716,243404.167063051,478927.183048186
"442","NA__NA__NA__NA__NA__NA__NA__",665,"Jun 22","K00228",1,0,NA,NA,NA
"443","NA__NA__NA__NA__NA__NA__NA__",665,"Jun 22","K00281",182,0.00132732852990861,0.0108605115181507,0.000805034674141922,0.00158845983646544
"444","NA__NA__NA__NA__NA__NA__NA__",665,"Jun 22","K01591",56,0,0,0,0
"445","NA__NA__NA__NA__NA__NA__NA__",665,"Jun 22","K01609",58,0,0,0,0
"446","NA__NA__NA__NA__NA__NA__NA__",665,"Jun 22","K01610",4,0,0,0,0
"447","NA__NA__NA__NA__NA__NA__NA__",665,"Jun 22","K01652",253,79051.3855141411,887342.591020493,55786.7507269938,109867.674572855
"448","NA__NA__NA__NA__NA__NA__NA__",665,"Jun 22","K01673",52,0.00326529098242582,0.00836980436382025,0.00116068303074447,0.00233016841500359
"449","NA__NA__NA__NA__NA__NA__NA__",665,"Jun 22","K04517",28,0.000717092337917485,0,0,0
"450","NA__NA__NA__NA__NA__NA__NA__",665,"Jun 22","K10944",156,1.40476585226548,2.68721624935458,0.21514948844209,0.425003530721595
"451","NA__NA__NA__NA__NA__NA__NA__",665,"Nov 22","K00228",2,0,0,0,0
"452","NA__NA__NA__NA__NA__NA__NA__",665,"Nov 22","K00281",364,4752747.25227198,5000756.76116974,262110.874243442,515446.444317161
"453","NA__NA__NA__NA__NA__NA__NA__",665,"Nov 22","K01591",112,0,0,0,0
"454","NA__NA__NA__NA__NA__NA__NA__",665,"Nov 22","K01609",116,0,0,0,0
"455","NA__NA__NA__NA__NA__NA__NA__",665,"Nov 22","K01610",8,0,0,0,0
"456","NA__NA__NA__NA__NA__NA__NA__",665,"Nov 22","K01652",506,1778656.12630435,3827780.03151638,170165.578336931,334319.655813871
"457","NA__NA__NA__NA__NA__NA__NA__",665,"Nov 22","K01673",104,0,0,0,0
"458","NA__NA__NA__NA__NA__NA__NA__",665,"Nov 22","K04517",56,0,0,0,0
"459","NA__NA__NA__NA__NA__NA__NA__",665,"Nov 22","K10944",312,7435897.43515385,4373523.80149153,247602.027935681,487186.982815854
"460","NA__NA__NA__NA__NA__NA__NA__",692,"Jun 22","K00228",2,7.86416617158146e-05,2.39418349614366e-05,1.6929433855281e-05,0.000215108852632728
"461","NA__NA__NA__NA__NA__NA__NA__",692,"Jun 22","K00281",364,0.000686832758290145,0.00216057117102218,0.000113244699862053,0.000222698039713703
"462","NA__NA__NA__NA__NA__NA__NA__",692,"Jun 22","K01591",112,0,0,0,0
"463","NA__NA__NA__NA__NA__NA__NA__",692,"Jun 22","K01609",116,5.42783960545711e-07,4.20688255956393e-06,3.90599239784682e-07,7.73701919714953e-07
"464","NA__NA__NA__NA__NA__NA__NA__",692,"Jun 22","K01610",8,0.0072613377695916,0.001280519195725,0.000452731903368347,0.00107054083817455
"465","NA__NA__NA__NA__NA__NA__NA__",692,"Jun 22","K01652",506,0.00105028693749509,0.00189427778704495,8.42109192558825e-05,0.000165446888945143
"466","NA__NA__NA__NA__NA__NA__NA__",692,"Jun 22","K01673",104,0,0,0,0
"467","NA__NA__NA__NA__NA__NA__NA__",692,"Jun 22","K04517",56,0,0,0,0
"468","NA__NA__NA__NA__NA__NA__NA__",692,"Jun 22","K10944",312,641026.095748734,2453290.12596156,138890.203385999,273283.299391564
"469","NA__NA__NA__NA__NA__NA__NA__",692,"Nov 22","K00228",2,0,0,0,0
"470","NA__NA__NA__NA__NA__NA__NA__",692,"Nov 22","K00281",364,0.000642877738573032,0.00175513055089582,9.19938371485736e-05,0.000180907779557759
"471","NA__NA__NA__NA__NA__NA__NA__",692,"Nov 22","K01591",112,0,0,0,0
"472","NA__NA__NA__NA__NA__NA__NA__",692,"Nov 22","K01609",116,0,0,0,0
"473","NA__NA__NA__NA__NA__NA__NA__",692,"Nov 22","K01610",8,0.0073554285581934,0.00229759294940931,0.000812321777466861,0.0019208357750951
"474","NA__NA__NA__NA__NA__NA__NA__",692,"Nov 22","K01652",506,0.00146157288232148,0.0025279338046964,0.00011238036520694,0.00022079062865364
"475","NA__NA__NA__NA__NA__NA__NA__",692,"Nov 22","K01673",104,0.00107728490053748,0.0028145960384943,0.000275993848522373,0.000547368703952459
"476","NA__NA__NA__NA__NA__NA__NA__",692,"Nov 22","K04517",56,0.00263664596273292,0.00266050749853402,0.000355525269087759,0.000712488560842794
"477","NA__NA__NA__NA__NA__NA__NA__",692,"Nov 22","K10944",312,320513.451936615,1764192.41925812,99877.7280068981,196521.528373036
"478","NA__NA__NA__NA__NA__NA__NA__",713,"May 22","K00228",2,0.000256792011085331,0.00021665732027255,0.000153199860358426,0.00194658879126753
"479","NA__NA__NA__NA__NA__NA__NA__",713,"May 22","K00281",364,0.00045343646597861,0.00144966967513919,7.59833369352001e-05,0.000149422800422335
"480","NA__NA__NA__NA__NA__NA__NA__",713,"May 22","K01591",112,0,0,0,0
"481","NA__NA__NA__NA__NA__NA__NA__",713,"May 22","K01609",116,1.26287487827087e-06,1.0301464031125e-05,9.56466923489245e-07,1.89457689486395e-06
"482","NA__NA__NA__NA__NA__NA__NA__",713,"May 22","K01610",8,0.00573269561738568,0.00276459368102094,0.000977431469537692,0.0023112581571388
"483","NA__NA__NA__NA__NA__NA__NA__",713,"May 22","K01652",506,0.000611521007827847,0.00123018361477275,5.46883322826398e-05,0.000107444670094003
"484","NA__NA__NA__NA__NA__NA__NA__",713,"May 22","K01673",104,0,0,0,0
"485","NA__NA__NA__NA__NA__NA__NA__",713,"May 22","K04517",56,0,0,0,0
"486","NA__NA__NA__NA__NA__NA__NA__",713,"May 22","K10944",312,3974359.05030867,4901536.82867204,277494.879155964,546004.788611678
"487","NA__NA__NA__NA__NA__NA__NA__",713,"Jun 22","K00228",2,4999999.99953374,7071067.81111066,4999999.99946626,63531023.6740917
"488","NA__NA__NA__NA__NA__NA__NA__",713,"Jun 22","K00281",364,247252.74747363,1555003.70042653,81504.3400101802,160279.966925925
"489","NA__NA__NA__NA__NA__NA__NA__",713,"Jun 22","K01591",112,0,0,0,0
"490","NA__NA__NA__NA__NA__NA__NA__",713,"Jun 22","K01609",116,6.22954153847277e-07,5.17340310866474e-06,4.80338419894855e-07,9.51457964409665e-07
"491","NA__NA__NA__NA__NA__NA__NA__",713,"Jun 22","K01610",8,0.00375317887058131,0.00207051752659267,0.000732038491809636,0.00173099597083247
"492","NA__NA__NA__NA__NA__NA__NA__",713,"Jun 22","K01652",506,98814.230033617,990108.793261248,44015.7046733525,86476.4506465792
"493","NA__NA__NA__NA__NA__NA__NA__",713,"Jun 22","K01673",104,0,0,0,0
"494","NA__NA__NA__NA__NA__NA__NA__",713,"Jun 22","K04517",56,0,0,0,0
"495","NA__NA__NA__NA__NA__NA__NA__",713,"Jun 22","K10944",312,2692307.82704204,4442726.38347419,251519.852649805,494895.777519955
"496","NA__NA__NA__NA__NA__NA__NA__",713,"Nov 22","K00228",2,7.83447167537165e-05,0.000110796160973385,7.83447167537165e-05,0.000995464011070338
"497","NA__NA__NA__NA__NA__NA__NA__",713,"Nov 22","K00281",364,0.000578818486748651,0.00192292052379364,0.000100788421365712,0.000198202510945979
"498","NA__NA__NA__NA__NA__NA__NA__",713,"Nov 22","K01591",112,0,0,0,0
"499","NA__NA__NA__NA__NA__NA__NA__",713,"Nov 22","K01609",116,7.2073465714125e-07,7.76254982183842e-06,7.2073465714125e-07,1.42763664400033e-06
"500","NA__NA__NA__NA__NA__NA__NA__",713,"Nov 22","K01610",8,0.00952428879789782,0.00308044438472091,0.00108910155675209,0.00257531595354344
"501","NA__NA__NA__NA__NA__NA__NA__",713,"Nov 22","K01652",506,0.000951462530572885,0.00242294437467941,0.000107713015743018,0.000211620814866438
"502","NA__NA__NA__NA__NA__NA__NA__",713,"Nov 22","K01673",104,0.000839015151515154,0.00314003283902334,0.000307905552298119,0.000610658041849527
"503","NA__NA__NA__NA__NA__NA__NA__",713,"Nov 22","K04517",56,0,0,0,0
"504","NA__NA__NA__NA__NA__NA__NA__",713,"Nov 22","K10944",312,320513.600787143,1764192.39212849,99877.7264709855,196521.525350942
